Material,Batch,End Date,Period,Year,U.O.M.,Theoretical Yield,G.R.Qty,Total Input in ML,QC Qty (ML),Theoretical Yield(ML),G.R.Qty(ML),Waste in ML,% Waste loss,Waste Total Cost
VD1915C,6892653,31/01/2024,1,2024,PLT,213.761,175,42852.2,100,42752.2,35000,7752.2,18.1,102.33
TC8027C,6892663,31/01/2024,1,2024,PLT,137.921,131,26300,95,26204.99,24890,1314.99,5,16.7
NK7339N,6892673,31/01/2024,1,2024,PLT,143.815,124,25976.75,90,25886.7,22320,3566.7,13.8,48.86
NH7826U,6892683,31/01/2024,1,2024,PLT,1163,1100,209484,144,209340,198000,11340,5.4,167.83
OL2692A,6892693,31/01/2024,1,2024,PLT,1169.511,1126,210656,144,210511.98,202680,7831.98,3.7,105.73
IY0225F,6892703,31/01/2024,1,2024,PLT,1655.737,1786,316110,1520,314590.03,339340,24749.97,-7.9,-306.9
KB1841S,6892713,31/01/2024,1,2024,PLT,1113.995,1166,211811,152,211659.05,221540,9880.95,-4.7,-112.64
WK5752N,6892723,31/01/2024,1,2024,PLT,140.12,123,26296,93.5,26202.44,23001,3201.44,12.2,38.1
UU5151Q,6892733,31/01/2024,1,2024,PLT,94.165,86,17986.365,95,17891.35,16340,1551.35,8.7,20.48
FG2953V,6892743,31/01/2024,1,2024,PLT,1256.806,896,220081,140,219941.05,156800,63141.05,28.7,1281.76
FG2953V,6892753,31/01/2024,1,2024,PLT,1221.872,653,220081,144,219936.96,117540,102396.96,46.6,2027.46
JM1433T,6892763,31/01/2024,1,2024,PLT,134.105,120,25575,95,25479.95,22800,2679.95,10.5,29.75
KP9731Q,6892773,31/01/2024,1,2024,PLT,121.659,107,22843.7,93.5,22750.233,20009,2741.233,12,51.81
JE3805V,6892783,31/01/2024,1,2024,PLT,138.467,121,25986.75,93.5,25893.329,22627,3266.329,12.6,37.56
JU8568U,6892793,31/01/2024,1,2024,PLT,331.461,308,63110.55,133,62977.59,58520,4457.59,7.1,53.05
PX8242U,6892803,31/01/2024,1,2024,PLT,109.593,107,20917.6,95,20822.67,20330,492.67,2.4,7.09
DF0683I,6892813,31/01/2024,1,2024,PLT,58.044,50,10537.9,90,10447.92,9000,1447.92,13.9,21.14
RL3369N,6892823,31/01/2024,1,2024,PLT,349.739,314,63079.02,126,62953.02,56520,6433.02,10.2,134.45
JU5516Q,6892833,31/01/2024,1,2024,PLT,149.105,133,28425,95,28329.95,25270,3059.95,10.8,107.71
QY7604W,6892843,31/01/2024,1,2024,PLT,343.217,223,61905,126,61779.06,40140,21639.06,35,318.09
MK4982E,6892853,31/01/2024,1,2024,PLT,37.595,43,7200,57,7143.05,8170,1026.95,-14.4,-14.17
OR0171G,6892863,31/01/2024,1,2024,PLT,2303.244,2077,414872,288,414583.92,373860,40723.92,9.8,883.71
QP6157U,6892873,31/01/2024,1,2024,PLT,92.764,81,17720.12,95,17625.16,15390,2235.16,12.7,26.15
RD5975P,6892883,31/01/2024,1,2024,PLT,332.445,297,59966.11,126,59840.1,53460,6380.1,10.7,184.38
XO8348Z,6892893,31/01/2024,1,2024,PLT,1164.971,985,209838.7,144,209694.78,177300,32394.78,15.4,518.32
VW4384W,6892903,31/01/2024,1,2024,PLT,838.111,241,159450,209,159241.09,45790,113451.09,71.2,1940.01
HC6613Q,6892913,31/01/2024,1,2024,PLT,1154.383,1123,207932.972,144,207788.94,202140,5648.94,2.7,99.99
UQ4577A,6892923,31/01/2024,1,2024,PLT,541.721,451,103060,133,102926.99,85690,17236.99,16.7,306.82
VC9503G,6892933,31/01/2024,1,2024,PLT,145.824,100,26338.25,90,26248.32,18000,8248.32,31.4,102.28
XT8427Y,6892943,31/01/2024,1,2024,PAK,1210.094,1153,205852,136,205715.98,196010,9705.98,4.7,139.77
ON0348A,6892953,32/01/2024,1,2024,PLT,969.895,967,175841.16,1260,174581.1,174060,521.1,0.3,9.28
CI3726D,6892963,32/01/2024,1,2024,PLT,941.986,858,169683.42,126,169557.48,154440,15117.48,8.9,270.6
XN9390W,6892973,32/01/2024,1,2024,PLT,303.136,260,54654.5,90,54564.48,46800,7764.48,14.2,106.37
MS4740W,6892983,32/01/2024,1,2024,PLT,809.674,787,145867.29,126,145741.32,141660,4081.32,2.8,77.14
VK4857L,6892993,32/01/2024,1,2024,PAK,129.843,98,22209.3,136,22073.31,16660,5413.31,24.5,87.7
EN0891Z,6893003,32/01/2024,1,2024,PAK,125.247,52,21377,85,21291.99,8840,12451.99,58.5,290.13
TQ9608P,6893013,32/01/2024,1,2024,PLT,1100.171,1107,209184.4,152,209032.49,210330,1297.51,-0.6,-15.31
TQ9608P,6893023,32/01/2024,1,2024,PLT,1100.171,625,209184.4,152,209032.49,118750,90282.49,43.2,1065.33
MG2341V,6893033,32/01/2024,1,2024,PLT,343.502,298,61956.4,126,61830.36,53640,8190.36,13.2,98.28
JQ7006J,6893043,32/01/2024,1,2024,PLT,1588.954,1560,415208,2080,413128.04,405600,7528.04,1.8,72.27
JQ7006J,6893053,32/01/2024,1,2024,PLT,1588.954,1465,415208,2080,413128.04,380900,32228.04,7.8,309.39
XX1537S,6893063,32/01/2024,1,2024,PLT,328.002,267,62453.4,133,62320.38,50730,11590.38,18.6,125.18
NI2398W,6893073,32/01/2024,1,2024,PLT,147.518,134,26643.25,90,26553.24,24120,2433.24,9.2,36.74
NI2398W,6893083,32/01/2024,1,2024,PLT,147.518,121,26643.25,90,26553.24,21780,4773.24,18,72.08
UT9910E,6893093,32/01/2024,1,2024,PLT,55.47,47,10466.3,93.5,10372.89,8789,1583.89,15.3,24.23
BP3944H,6893103,32/01/2024,1,2024,PLT,918.378,878,203583.08,1540,202043.16,193160,8883.16,4.4,104.82
BP3944H,6893113,32/01/2024,1,2024,PLT,918.378,820,203583.08,1540,202043.16,180400,21643.16,10.7,255.39
BP3944H,6893123,32/01/2024,1,2024,PLT,918.378,850,203583.08,1540,202043.16,187000,15043.16,7.4,177.51
BP3944H,6893133,32/01/2024,1,2024,PLT,918.378,891,203583.08,1540,202043.16,196020,6023.16,3,71.07
VJ4191A,6893143,32/01/2024,1,2024,PLT,38.457,24,17771.12,273,17497.935,10920,6577.935,37.6,92.09
IG7072I,6893153,32/01/2024,1,2024,PLT,1124.426,867,213774,133,213640.94,164730,48910.94,22.9,821.7
IV4575J,6893163,32/01/2024,1,2024,PLT,137.855,118,26287.5,95,26192.45,22420,3772.45,14.4,43.01
JU4669Q,6893173,32/01/2024,1,2024,PLT,83.123,70,15637.5,93.5,15544.001,13090,2454.001,15.8,60.86
IJ9081N,6893183,32/01/2024,1,2024,PLT,78.583,62,15025.68,95,14930.77,11780,3150.77,21.1,45.06
HB4287V,6893193,32/01/2024,1,2024,PLT,1817.217,1600,418144,184,417959.91,368000,49959.91,12,834.33
HB4287V,6893203,32/01/2024,1,2024,PLT,1817.217,1520,418144,184,417959.91,349600,68359.91,16.4,1141.61
AL4575X,6893213,32/01/2024,1,2024,PLT,67.722,53,17737.8,130,17607.72,13780,3827.72,21.7,68.9
JH5406A,6893223,32/01/2024,1,2024,PLT,907.217,834,163425,126,163299.06,150120,13179.06,8.1,282.03
OR0171G,6893233,32/01/2024,1,2024,PLT,2303.244,2194,414872,288,414583.92,394920,19663.92,4.7,426.71
QP6157U,6893243,32/01/2024,1,2024,PLT,92.764,71,17720.12,95,17625.16,13490,4135.16,23.5,48.38
JW3722P,6893253,32/01/2024,1,2024,PLT,291.449,224,52550.753,90,52460.82,40320,12140.82,23.1,344.8
JY8910V,6893263,32/01/2024,1,2024,PLT,285.725,236,51520.451,90,51430.5,42480,8950.5,17.4,210.34
JY8910V,6893273,32/01/2024,1,2024,PLT,285.725,229,51520.451,90,51430.5,41220,10210.5,19.9,239.95
VC9503G,6893283,32/01/2024,1,2024,PLT,145.824,130,26338.25,90,26248.32,23400,2848.32,10.9,35.32
YA1133E,6893293,32/01/2024,1,2024,PLT,124.638,111,22524.82,90,22434.84,19980,2454.84,10.9,45.91
MW3029Y,6893303,32/01/2024,1,2024,PAK,929.3,811,158100,119,157981,137870,20111,12.7,237.31
LU1488S,6893313,32/01/2024,1,2024,PAK,1858.671,1705,316110,136,315974.07,289850,26124.07,8.3,357.9
LU1488S,6893323,32/01/2024,1,2024,PAK,1858.671,1779,316110,136,315974.07,302430,13544.07,4.3,185.55
SC8217N,6893333,32/01/2024,1,2024,PAK,122.16,96,20852.12,85,20767.2,16320,4447.2,21.4,68.93
FX7767B,6893343,32/01/2024,1,2024,PAK,369.535,236,62940,119,62820.95,40120,22700.95,36.1,454.02
AE9492A,6893353,02/02/2024,1,2024,PLT,299,233,54720,900,53820,41940,11880,22.1,174.64
BY2563M,6893363,02/02/2024,1,2024,PLT,79.5,73,16055,950,15105,13870,1235,8.2,17.91
JM1441K,6893373,02/02/2024,1,2024,PLT,1865.131,1721,337163.49,1440,335723.58,309780,25943.58,7.7,404.72
JM1441K,6893383,02/02/2024,1,2024,PLT,1865.131,1741,337163.49,1440,335723.58,313380,22343.58,6.7,348.56
JM1441K,6893393,02/02/2024,1,2024,PLT,1865.131,1539,337163.49,1440,335723.58,277020,58703.58,17.5,915.78
ON0348A,6893403,02/02/2024,1,2024,PLT,969.895,919,175841.16,1260,174581.1,165420,9161.1,5.2,163.07
ON0348A,6893413,02/02/2024,1,2024,PLT,969.895,157,175841.16,1260,174581.1,28260,146321.1,83.8,2604.52
WS4394K,6893423,02/02/2024,1,2024,PLT,208.312,134,54291.165,130,54161.12,34840,19321.12,35.7,227.99
YW6837P,6893433,02/02/2024,1,2024,PLT,419.823,380,109336,182,109153.98,98800,10353.98,9.5,137.71
YW6837P,6893443,02/02/2024,1,2024,PLT,419.823,370,109336,182,109153.98,96200,12953.98,11.9,172.29
YW6837P,6893453,02/02/2024,1,2024,PLT,419.823,364,109336,182,109153.98,94640,14513.98,13.3,193.04
GF2716Q,6893463,02/02/2024,1,2024,PLT,1719.317,165,310917,1440,309477.06,29700,279777.06,90.4,3357.32
CK8573T,6893473,02/02/2024,1,2024,PLT,120.746,100,21824.2,90,21734.28,18000,3734.28,17.2,64.23
JQ7006J,6893483,02/02/2024,1,2024,PLT,1588.954,1219,415208,2080,413128.04,316940,96188.04,23.3,923.41
JQ7006J,6893493,02/02/2024,1,2024,PLT,1588.954,1522,415208,2080,413128.04,395720,17408.04,4.2,167.12
NI2398W,6893503,02/02/2024,1,2024,PLT,147.518,134,26643.25,90,26553.24,24120,2433.24,9.2,36.74
NI2398W,6893513,02/02/2024,1,2024,PLT,147.518,132,26643.25,90,26553.24,23760,2793.24,10.5,42.18
AB1535W,6893523,02/02/2024,1,2024,PLT,136.461,127,26022.5,95,25927.59,24130,1797.59,6.9,20.31
AB1535W,6893533,02/02/2024,1,2024,PLT,136.461,72,26022.5,95,25927.59,13680,12247.59,47.2,138.4
UW8901E,6893543,02/02/2024,1,2024,PLT,349.967,319,63120,126,62994.06,57420,5574.06,8.8,61.87
BP3944H,6893553,02/02/2024,1,2024,PLT,918.378,920,203583.08,1540,202043.16,202400,356.84,-0.2,-4.21
ZQ2557X,6893563,02/02/2024,1,2024,PLT,94.343,81,18020.085,95,17925.17,15390,2535.17,14.1,40.06
JM1433T,6893573,02/02/2024,1,2024,PLT,136.265,120,25575,93.5,25481.555,22440,3041.555,11.9,34.37
JU4669Q,6893583,02/02/2024,1,2024,PLT,81.803,66,15637.5,95,15542.57,12540,3002.57,19.3,73.26
JU8568U,6893593,02/02/2024,1,2024,PLT,331.461,303,63110.55,133,62977.59,57570,5407.59,8.6,64.35
LF1420H,6893603,02/02/2024,1,2024,PLT,221.742,204,42226,95,42130.98,38760,3370.98,8,45.17
RD5975P,6893613,02/02/2024,1,2024,PLT,332.445,310,59966.11,126,59840.1,55800,4040.1,6.8,116.76
PT4146F,6893623,02/02/2024,1,2024,PLT,870.364,830,157925.492,1260,156665.52,149400,7265.52,4.6,124.24
PT4146F,6893633,02/02/2024,1,2024,PLT,870.364,380,157925.492,1260,156665.52,68400,88265.52,56.3,1509.34
PT4146F,6893643,02/02/2024,1,2024,PLT,870.364,853,157925.492,1260,156665.52,153540,3125.52,2,53.45
PT4146F,6893653,02/02/2024,1,2024,PLT,870.364,871,157925.492,1260,156665.52,156780,114.48,-0.1,-1.96
JW3722P,6893663,02/02/2024,1,2024,PLT,291.449,202,52550.753,90,52460.82,36360,16100.82,30.7,457.26
JY8910V,6893673,02/02/2024,1,2024,PLT,285.725,226,51520.451,90,51430.5,40680,10750.5,20.9,252.64
BT2341N,6893683,02/02/2024,1,2024,PAK,119.441,107,20390,85,20304.97,18190,2114.97,10.4,23.48
SA2071C,6893693,02/02/2024,1,2024,PAK,698.229,641,118920,221,118698.93,108970,9728.93,8.2,205.28
DY9426M,6893703,02/02/2024,1,2024,PAK,1255.624,1140,213728,272,213456.08,193800,19656.08,9.2,261.43
BS9035V,6893713,02/02/2024,1,2024,PAK,665.618,648,113274,119,113155.06,110160,2995.06,2.6,76.37
BS9035V,6893723,02/02/2024,1,2024,PAK,665.618,652,113274,119,113155.06,110840,2315.06,2,59.03
JM1441K,6893733,03/02/2024,1,2024,PLT,1865.131,1734,337163.49,1440,335723.58,312120,23603.58,7,368.22
JM1441K,6893743,03/02/2024,1,2024,PLT,1865.131,1746,337163.49,1440,335723.58,314280,21443.58,6.4,334.52
JM1441K,6893753,03/02/2024,1,2024,PLT,1865.131,1743,337163.49,1440,335723.58,313740,21983.58,6.5,342.94
ON0348A,6893763,03/02/2024,1,2024,PLT,969.895,935,175841.16,1260,174581.1,168300,6281.1,3.6,111.8
UA3908A,6893773,03/02/2024,1,2024,PLT,306.289,235,55222.071,90,55132.02,42300,12832.02,23.3,246.37
DM9609U,6893783,03/02/2024,1,2024,PLT,124.415,104,28730.5,115,28615.45,23920,4695.45,16.4,99.07
YW6837P,6893793,03/02/2024,1,2024,PLT,419.823,347,109336,182,109153.98,90220,18933.98,17.3,251.82
YW6837P,6893803,03/02/2024,1,2024,PLT,419.823,377,109336,182,109153.98,98020,11133.98,10.2,148.08
YW6837P,6893813,03/02/2024,1,2024,PLT,419.823,373,109336,182,109153.98,96980,12173.98,11.2,161.91
YW6837P,6893823,03/02/2024,1,2024,PLT,419.823,323,109336,182,109153.98,83980,25173.98,23.1,334.81
PP8158Y,6893833,03/02/2024,1,2024,PLT,114.699,87,20735.79,90,20645.82,15660,4985.82,24.1,140.6
VR7805R,6893843,03/02/2024,1,2024,PLT,218.606,186,43881.2,160,43721.2,37200,6521.2,14.9,116.08
VK4857L,6893853,03/02/2024,1,2024,PAK,129.843,108,22209.3,136,22073.31,18360,3713.31,16.8,60.16
CK8573T,6893863,03/02/2024,1,2024,PLT,120.746,107,21824.2,90,21734.28,19260,2474.28,11.4,42.56
JQ7006J,6893873,03/02/2024,1,2024,PLT,1588.954,1447,415208,2080,413128.04,376220,36908.04,8.9,354.32
JQ7006J,6893883,03/02/2024,1,2024,PLT,1588.954,1462,415208,2080,413128.04,380120,33008.04,8,316.88
GE2425T,6893893,03/02/2024,1,2024,PLT,139.703,132,26638.5,95,26543.57,25080,1463.57,5.5,16.83
GE2425T,6893903,03/02/2024,1,2024,PLT,139.703,128,26638.5,95,26543.57,24320,2223.57,8.4,25.57
RO7331C,6893913,03/02/2024,1,2024,PLT,2365.667,2269,426108,288,425820.06,408420,17400.06,4.1,212.28
MR6151U,6893923,03/02/2024,1,2024,PLT,137.658,0,26250,95,26155.02,0,26155.02,100,287.71
AY2463C,6893933,03/02/2024,1,2024,PLT,136.237,126,25980,95,25885.03,23940,1945.03,7.5,20.23
SY8717I,6893943,03/02/2024,1,2024,PLT,135.554,117,25850.25,95,25755.26,22230,3525.26,13.7,36.31
OS3772T,6893953,03/02/2024,1,2024,PLT,56.458,37,10651.2,93.5,10557.646,6919,3638.646,34.5,41.48
IV4575J,6893963,03/02/2024,1,2024,PLT,336.88,308,63090,93.5,62996.56,57596,5400.56,8.6,62.11
OU9342D,6893973,03/02/2024,1,2024,PLT,140.51,125,25453.75,162,25291.8,22500,2791.8,11,29.59
OR0171G,6893983,03/02/2024,1,2024,PLT,2303.244,2085,414872,288,414583.92,375300,39283.92,9.5,852.46
JO6751Q,6893993,03/02/2024,1,2024,PLT,112.623,91,21493.43,95,21398.37,17290,4108.37,19.2,46.42
RD5975P,6894003,03/02/2024,1,2024,PLT,332.445,330,59966.11,126,59840.1,59400,440.1,0.7,12.72
RD5975P,6894013,03/02/2024,1,2024,PLT,332.445,304,59966.11,126,59840.1,54720,5120.1,8.6,147.97
RD5975P,6894023,03/02/2024,1,2024,PLT,332.445,318,59966.11,126,59840.1,57240,2600.1,4.3,75.14
RD5975P,6894033,03/02/2024,1,2024,PLT,332.445,331,59966.11,126,59840.1,59580,260.1,0.4,7.52
PT4146F,6894043,03/02/2024,1,2024,PLT,870.364,845,157925.492,1260,156665.52,152100,4565.52,2.9,78.07
PT4146F,6894053,03/02/2024,1,2024,PLT,870.364,703,157925.492,1260,156665.52,126540,30125.52,19.2,515.15
PT4146F,6894063,03/02/2024,1,2024,PLT,870.364,840,157925.492,1260,156665.52,151200,5465.52,3.5,93.46
ZT5733A,6894073,03/02/2024,1,2024,PLT,342.705,299,64216.8,130.9,64085.835,55913,8172.835,12.8,93.99
JW3722P,6894083,03/02/2024,1,2024,PLT,291.449,221,52550.753,90,52460.82,39780,12680.82,24.2,360.14
JW3722P,6894093,03/02/2024,1,2024,PLT,291.449,222,52550.753,90,52460.82,39960,12500.82,23.8,355.02
SX0386C,6894103,03/02/2024,1,2024,PAK,938,884,159579,119,159460,150280,9180,5.8,199.21
VN2693P,6894113,03/02/2024,1,2024,PAK,1236.847,1112,210400,136,210263.99,189040,21223.99,10.1,303.5
MW3029Y,6894123,03/02/2024,1,2024,PAK,929.3,673,158100,119,157981,114410,43571,27.6,514.14
BS9035V,6894133,03/02/2024,1,2024,PAK,665.618,660,113274,119,113155.06,112200,955.06,0.8,24.35
BS9035V,6894143,03/02/2024,1,2024,PAK,665.618,660,113274,119,113155.06,112200,955.06,0.8,24.35
JM1441K,6894153,04/02/2024,1,2024,PLT,1865.131,1793,337163.49,1440,335723.58,322740,12983.58,3.9,202.54
GU2783J,6894163,04/02/2024,1,2024,PLT,1080.187,1032,196413.6,1980,194433.66,185760,8673.66,4.5,128.37
YQ5607V,6894173,04/02/2024,1,2024,PLT,1214.589,1129,220066,1440,218626.02,203220,15406.02,7,321.99
BF7677I,6894183,04/02/2024,1,2024,PLT,137.763,128,27125,950,26174.97,24320,1854.97,7.1,33.57
HY6856M,6894193,04/02/2024,1,2024,PLT,115.375,113,22871.3,950,21921.25,21470,451.25,2.1,8.12
IR3867R,6894203,04/02/2024,1,2024,PLT,114.491,106,21848.2,95,21753.29,20140,1613.29,7.4,25.17
XN9390W,6894213,04/02/2024,1,2024,PLT,303.136,151,54654.5,90,54564.48,27180,27384.48,50.2,375.17
XN9390W,6894223,04/02/2024,1,2024,PLT,303.136,255,54654.5,90,54564.48,45900,8664.48,15.9,118.7
YW6837P,6894233,04/02/2024,1,2024,PLT,419.823,374,109336,182,109153.98,97240,11913.98,10.9,158.46
YW6837P,6894243,04/02/2024,1,2024,PLT,419.823,366,109336,182,109153.98,95160,13993.98,12.8,186.12
YW6837P,6894253,04/02/2024,1,2024,PLT,419.823,362,109336,182,109153.98,94120,15033.98,13.8,199.95
SW3835S,6894263,04/02/2024,1,2024,PLT,212.46,177,42592.04,100,42492,35400,7092,16.7,104.96
UB1695Q,6894273,04/02/2024,1,2024,PAK,130.796,106,22320.4,85,22235.32,18020,4215.32,19,82.2
CK8573T,6894283,04/02/2024,1,2024,PLT,120.746,100,21824.2,90,21734.28,18000,3734.28,17.2,64.23
JQ7006J,6894293,04/02/2024,1,2024,PLT,1588.954,1514,415208,2080,413128.04,393640,19488.04,4.7,187.09
JQ7006J,6894303,04/02/2024,1,2024,PLT,1588.954,1432,415208,2080,413128.04,372320,40808.04,9.9,391.76
XX1537S,6894313,04/02/2024,1,2024,PLT,328.002,297,62453.4,133,62320.38,56430,5890.38,9.5,63.62
AB1535W,6894323,04/02/2024,1,2024,PLT,136.461,127,26022.5,95,25927.59,24130,1797.59,6.9,20.31
AB1535W,6894333,04/02/2024,1,2024,PLT,136.461,125,26022.5,95,25927.59,23750,2177.59,8.4,24.61
UF3027B,6894343,04/02/2024,1,2024,PLT,137.03,93,26130.75,95,26035.7,17670,8365.7,32.1,123.81
MR6151U,6894353,04/02/2024,1,2024,PLT,137.658,136,26250,95,26155.02,25840,315.02,1.2,3.47
SY8717I,6894363,04/02/2024,1,2024,PLT,135.554,125,25850.25,95,25755.26,23750,2005.26,7.8,20.65
SY8717I,6894373,04/02/2024,1,2024,PLT,135.554,131,25850.25,95,25755.26,24890,865.26,3.4,8.91
BP3944H,6894383,04/02/2024,1,2024,PLT,918.378,920,203583.08,1540,202043.16,202400,356.84,-0.2,-4.21
BP3944H,6894393,04/02/2024,1,2024,PLT,918.378,898,203583.08,1540,202043.16,197560,4483.16,2.2,52.9
BP3944H,6894403,04/02/2024,1,2024,PLT,918.378,879,203583.08,1540,202043.16,193380,8663.16,4.3,102.23
OU9342D,6894413,04/02/2024,1,2024,PLT,140.51,116,25453.75,162,25291.8,20880,4411.8,17.4,46.77
IJ9081N,6894423,04/02/2024,1,2024,PLT,78.583,63,15025.68,95,14930.77,11970,2960.77,19.8,42.34
RL3369N,6894433,04/02/2024,1,2024,PLT,349.739,309,63079.02,126,62953.02,55620,7333.02,11.6,153.26
JU5516Q,6894443,04/02/2024,1,2024,PLT,151.505,128,28425,93.5,28331.435,23936,4395.435,15.5,156.92
JU5516Q,6894453,04/02/2024,1,2024,PLT,149.105,134,28425,95,28329.95,25460,2869.95,10.1,101.02
EJ7514O,6894463,04/02/2024,1,2024,PLT,137.658,108,26250,95,26155.02,20520,5635.02,21.5,68.75
PT4146F,6894473,04/02/2024,1,2024,PLT,870.364,884,157925.492,1260,156665.52,159120,2454.48,-1.6,-41.97
PT4146F,6894483,04/02/2024,1,2024,PLT,870.364,828,157925.492,1260,156665.52,149040,7625.52,4.9,130.4
BS9035V,6894493,04/02/2024,1,2024,PAK,665.618,632,113274,119,113155.06,107440,5715.06,5.1,145.73
SQ1707I,6894503,07/02/2024,2,2024,PLT,946.797,885,171683.37,1260,170423.46,159300,11123.46,6.5,205.78
YQ5607V,6894513,07/02/2024,2,2024,PLT,1214.589,1083,220066,1440,218626.02,194940,23686.02,10.8,495.04
HY6856M,6894523,07/02/2024,2,2024,PLT,117.306,111,22871.3,935,21936.222,20757,1179.222,5.4,21.58
CI3726D,6894533,07/02/2024,2,2024,PLT,941.986,876,169683.42,126,169557.48,157680,11877.48,7,212.61
WS4394K,6894543,07/02/2024,2,2024,PLT,208.312,179,54291.165,130,54161.12,46540,7621.12,14.1,89.93
BV5115K,6894553,07/02/2024,2,2024,PLT,83.277,65,21781.9,130,21652.02,16900,4752.02,21.9,56.55
CT1716F,6894563,07/02/2024,2,2024,PLT,908.957,833,163738.2,126,163612.26,149940,13672.26,8.4,207.82
RF4956X,6894573,07/02/2024,2,2024,PLT,606.78,460,109346.322,126,109220.4,82800,26420.4,24.2,417.44
PM5532E,6894583,07/02/2024,2,2024,PLT,138.764,135,26460.2,95,26365.16,25650,715.16,2.7,16.45
VF5276R,6894593,07/02/2024,2,2024,PLT,911.977,851,164281.8,126,164155.86,153180,10975.86,6.7,174.52
ZD2214Q,6894603,07/02/2024,2,2024,PLT,944.245,882,170090.16,126,169964.1,158760,11204.1,6.6,168.06
EG2772G,6894613,07/02/2024,2,2024,PLT,944.314,910,170102.46,126,169976.52,163800,6176.52,3.6,94.5
SW3835S,6894623,07/02/2024,2,2024,PLT,212.46,192,42592.04,100,42492,38400,4092,9.6,60.56
HS4030Z,6894633,07/02/2024,2,2024,PLT,145.5,132,27740.025,95,27645,25080,2565,9.3,65.92
HS4030Z,6894643,07/02/2024,2,2024,PLT,145.5,134,27740.025,95,27645,25460,2185,7.9,56.15
VL0646O,6894653,07/02/2024,2,2024,PLT,208.508,190,41801.514,100,41701.6,38000,3701.6,8.9,220.62
VL0646O,6894663,07/02/2024,2,2024,PLT,208.508,179,41801.514,100,41701.6,35800,5901.6,14.2,351.74
UB1695Q,6894673,07/02/2024,2,2024,PAK,130.796,91,22320.4,85,22235.32,15470,6765.32,30.4,131.92
IV4853K,6894683,07/02/2024,2,2024,PAK,63.413,40,10899.155,119,10780.21,6800,3980.21,36.9,66.87
VK4857L,6894693,07/02/2024,2,2024,PAK,129.843,106,22209.3,136,22073.31,18020,4053.31,18.4,65.66
EN0891Z,6894703,07/02/2024,2,2024,PAK,125.247,96,21377,85,21291.99,16320,4971.99,23.4,115.85
RJ0828L,6894713,07/02/2024,2,2024,PLT,1151.367,1010,207390,144,207246.06,181800,25446.06,12.3,297.72
NK7339N,6894723,07/02/2024,2,2024,PLT,143.815,121,25976.75,90,25886.7,21780,4106.7,15.9,56.26
OL2692A,6894733,07/02/2024,2,2024,PLT,1169.511,1031,210656,144,210511.98,185580,24931.98,11.8,336.58
ER5186B,6894743,07/02/2024,2,2024,PLT,806.537,840,153375,133,153242.03,159600,6357.97,-4.1,-64.22
NI2398W,6894753,07/02/2024,2,2024,PLT,147.518,119,26643.25,90,26553.24,21420,5133.24,19.3,77.51
IY0225F,6894763,07/02/2024,2,2024,PLT,1682.428,1658,316110,1496,314614.036,310046,4568.036,1.5,57.56
BP3944H,6894773,07/02/2024,2,2024,PLT,918.378,917,203583.08,1540,202043.16,201740,303.16,0.2,3.58
BP3944H,6894783,07/02/2024,2,2024,PLT,918.378,897,203583.08,1540,202043.16,197340,4703.16,2.3,55.5
BP3944H,6894793,07/02/2024,2,2024,PLT,918.378,868,203583.08,1540,202043.16,190960,11083.16,5.5,130.78
BP3944H,6894803,07/02/2024,2,2024,PLT,918.378,902,203583.08,1540,202043.16,198440,3603.16,1.8,42.52
BP3944H,6894813,07/02/2024,2,2024,PLT,918.378,877,203583.08,1540,202043.16,192940,9103.16,4.5,107.42
BP3944H,6894823,07/02/2024,2,2024,PLT,918.378,884,203583.08,1540,202043.16,194480,7563.16,3.7,89.25
FG2953V,6894833,07/02/2024,2,2024,PLT,1221.872,1162,220081,144,219936.96,209160,10776.96,4.9,213.38
UI0963J,6894843,07/02/2024,2,2024,PLT,119.409,115,22839.7,152,22687.71,21850,837.71,3.7,15
IV4575J,6894853,07/02/2024,2,2024,PLT,137.855,127,26287.5,95,26192.45,24130,2062.45,7.9,23.51
OU9342D,6894863,07/02/2024,2,2024,PLT,140.51,123,25453.75,162,25291.8,22140,3151.8,12.5,33.41
OU9342D,6894873,07/02/2024,2,2024,PLT,140.51,114,25453.75,162,25291.8,20520,4771.8,18.9,50.58
RL3369N,6894883,07/02/2024,2,2024,PLT,349.739,319,63079.02,126,62953.02,57420,5533.02,8.8,115.64
ES3930L,6894893,07/02/2024,2,2024,PLT,343.101,321,64290.72,130.9,64159.887,60027,4132.887,6.4,65.3
OR0171G,6894903,07/02/2024,2,2024,PLT,2303.244,2268,414872,288,414583.92,408240,6343.92,1.5,137.66
FV8183W,6894913,07/02/2024,2,2024,PLT,56.654,23,10650.4,56.1,10594.298,4301,6293.298,59.4,86.22
FE6647F,6894923,07/02/2024,2,2024,PLT,90.543,0,20940,115,20824.89,0,20824.89,100,199.92
FE6647F,6894933,07/02/2024,2,2024,PLT,90.543,63,20940,115,20824.89,14490,6334.89,30.4,60.81
YJ1010S,6894943,07/02/2024,2,2024,PLT,1085.926,1123,206478,152,206325.94,213370,7044.06,-3.4,-76.08
LH7788B,6894953,07/02/2024,2,2024,PAK,371.886,305,63339.6,119,63220.62,51850,11370.62,18,179.66
LH7788B,6894963,07/02/2024,2,2024,PAK,371.886,326,63339.6,119,63220.62,55420,7800.62,12.3,123.25
